"Pair","Interaction","EINT","ELST","DISP","SAPT2ELST","SAPT2EXCH","SAPT2IND","SAPT2DISP","Shortest_Normalized_Distance"
"S66_59EthyneWater-d6_7","Neutral - Neutral",-1.637937,-1.84765,0.209713,-1.48866718,0.00155877,-0.04488134,-0.1396116,1.70524395979145
"S66_59EthyneWater-d7_51","Neutral - Neutral",-0.956144,-1.10986,0.153716,-0.90088477,5.505e-05,-0.01868071,-0.06240251,2.00313880617717
"S66_59EthyneWater-d8_32","Neutral - Neutral",-0.594974,-0.708714,0.11374,-0.57752783,-5.69e-06,-0.00878763,-0.03106864,2.27490454146498
"S66_59EthyneWater-d9_13","Neutral - Neutral",-0.3905051,-0.47458,0.0840749,-0.38758069,1.617e-05,-0.00453169,-0.01674814,2.5265398385209
"S66_59EthyneWater-d9_94","Neutral - Neutral",-0.2677725,-0.330077,0.0623045,-0.26997918,1.803e-05,-0.00248801,-0.00960538,2.77817654167379
"S66_65PyridineEthyne-d10_15","Neutral - Neutral",-0.6081152,-0.578953,-0.0291622,-0.51570606,-3.31e-06,-0.00828141,-0.07131152,2.44396441194737
"S66_65PyridineEthyne-d10_82","Neutral - Neutral",-0.4326215,-0.422099,-0.0105225,-0.37678787,5.19e-06,-0.00504172,-0.04656996,2.64772503542041
"S66_65PyridineEthyne-d11_48","Neutral - Neutral",-0.316225137,-0.315551,-0.000674137,-0.28220505,2.218e-05,-0.00319286,-0.03138329,2.85148598885516
"S66_65PyridineEthyne-d12_14","Neutral - Neutral",-0.18158611,-0.187446,0.00585989,-0.16805372,1.471e-05,-0.00138007,-0.01538223,3.05524721172137
"S66_65PyridineEthyne-d12_8","Neutral - Neutral",-0.23710274,-0.240987,0.00388426,-0.21583085,2.274e-05,-0.00207499,-0.0217204,3.25900864795729
"S66_65PyridineEthyne-d13_47","Neutral - Neutral",-0.1413165,-0.148121,0.0068045,-0.13291751,7.05e-06,-0.00093663,-0.01111461,3.46277026546063
"S66_65PyridineEthyne-d14_13","Neutral - Neutral",-0.11159164,-0.118711,0.00711936,-0.10659116,2.68e-06,-0.00064683,-0.00817473,3.6665320284123
"S66_65PyridineEthyne-d5_52","Neutral - Neutral",-17.69831,-10.5869,-7.11141,-25.46033178,26.52293626,-7.98782501,-9.76769911,0.813317394391652
"S66_65PyridineEthyne-d6_18","Neutral - Neutral",-11.77669,-8.95147,-2.82522,-9.38702672,3.1210041,-1.52527192,-3.41831397,1.0541267816755
"S66_65PyridineEthyne-d6_84","Neutral - Neutral",-6.26724,-5.14366,-1.12358,-4.59644771,0.35700153,-0.40410162,-1.3837618,1.29493667714204
"S66_65PyridineEthyne-d7_51","Neutral - Neutral",-3.47875,-2.98771,-0.49104,-2.60857759,0.03993333,-0.14073341,-0.64244346,1.53574684674565
"S66_65PyridineEthyne-d8_17","Neutral - Neutral",-2.076961,-1.84123,-0.235731,-1.61544172,0.00458255,-0.05829789,-0.33431481,1.77655717406838
"S66_65PyridineEthyne-d8_83","Neutral - Neutral",-1.326189,-1.19984,-0.126349,-1.06080192,0.000649,-0.02751524,-0.18894102,2.01736760822259
"S66_65PyridineEthyne-d9_49","Neutral - Neutral",-0.8835574,-0.818297,-0.0652604,-0.7269214,0.00010061,-0.01446934,-0.11340113,2.24020421235273
"SSI-002LYS-080ARG-1-d10_49","Neutral - Neutral",-0.056264363,-0.000256263,-0.0560081,-0.00028918,-3.18e-06,-1.89e-05,-0.03781226,2.74874350404372
"SSI-002LYS-080ARG-1-d11_21","Neutral - Neutral",-0.035873007,-0.000180907,-0.0356921,-0.00016616,-1.41e-06,-3.281e-05,-0.02493299,2.95906617708341
"SSI-002LYS-080ARG-1-d11_93","Neutral - Neutral",-0.02253796,-0.00012526,-0.0224127,-8.327e-05,-7.9e-07,-2.826e-05,-0.0169136,3.16940627832315
"SSI-002LYS-080ARG-1-d12_64","Neutral - Neutral",-0.0141,-9.96e-05,-0.0139749,-2.92e-05,-4.5e-07,-2.12e-05,-0.0118,3.37976054802087
"SSI-002LYS-080ARG-1-d13_36","Neutral - Neutral",-0.00888,-7.09e-05,-0.0088107,3.62e-06,-2.3e-07,-1.6e-05,-0.00835,3.59012650348
"SSI-002LYS-080ARG-1-d14_07","Neutral - Neutral",-0.0058,-6.14e-05,-0.00574161,2.24e-05,-9e-08,-1.22e-05,-0.00605,3.80050219876375
"SSI-002LYS-080ARG-1-d4_77","Neutral - Neutral",-4.38219,5.75381,-10.136,-3.3953998,10.46473286,-0.68569637,-9.13639552,1.00291584405158
"SSI-002LYS-080ARG-1-d5_49","Neutral - Neutral",-3.40094,0.52564,-3.92658,-0.33138512,0.97412626,-0.05514994,-3.19674041,1.24646025967873
"SSI-002LYS-080ARG-1-d6_2","Neutral - Neutral",-1.6705895,0.0443705,-1.71496,-0.03365607,0.08539624,-0.00374857,-1.28879241,1.4875873522862
"SSI-002LYS-080ARG-1-d6_92","Neutral - Neutral",-0.8044206,0.0026524,-0.807073,-0.00607039,0.00722321,3.064e-05,-0.59114171,1.69761822339062
"SSI-002LYS-080ARG-1-d7_63","Neutral - Neutral",-0.408728816,-0.000675816,-0.408053,-0.00271833,0.00054815,0.00035289,-0.30069745,1.90774234176599
"SSI-002LYS-080ARG-1-d8_35","Neutral - Neutral",-0.230829474,-0.000728474,-0.230101,-0.00149469,7.4e-06,0.00045014,-0.16542925,2.11793195580034
"SSI-002LYS-080ARG-1-d9_06","Neutral - Neutral",-0.139639074,-0.000527074,-0.139112,-0.00083047,-1.685e-05,0.00026148,-0.09667369,2.32816932813799
"SSI-002LYS-080ARG-1-d9_78","Neutral - Neutral",-0.087822871,-0.000373171,-0.0874497,-0.00048206,-8.21e-06,6.249e-05,-0.05927848,2.53844258702129
"SSI-005ARG-071GLU-1-d10_48","Cation - Anion",-160.55381,-162.107,1.55319,-159.0699107,0.00012759,-1.58162531,-0.07904461,2.329773823998
"SSI-005ARG-071GLU-1-d11_13","Cation - Anion",-148.82041,-150.226,1.40559,-147.7540363,1.876e-05,-1.17738145,-0.05095655,2.5687490040811
"SSI-005ARG-071GLU-1-d11_78","Cation - Anion",-138.75627,-140.026,1.26973,-137.9754426,1.05e-06,-0.89631086,-0.03399752,2.80780595057994
"SSI-005ARG-071GLU-1-d12_43","Cation - Anion",-130.01616,-131.167,1.15084,-129.4348291,-8.2e-07,-0.69540887,-0.02334555,3.02367857248463
"SSI-005ARG-071GLU-1-d13_09","Cation - Anion",-122.34559,-123.392,1.04641,-121.9075534,-4.4e-07,-0.54847872,-0.01643136,3.23532734012853
"SSI-005ARG-071GLU-1-d13_74","Cation - Anion",-115.55542,-116.509,0.95358,-115.2208485,-1.2e-07,-0.43885484,-0.01181509,3.44703842739546
"SSI-005ARG-071GLU-1-d14_39","Cation - Anion",-109.497264,-110.368,0.870736,-109.2393712,-3e-08,-0.35559629,-0.00865648,3.65880101286686
"SSI-005ARG-071GLU-1-d5_92","Cation - Anion",-399.12608,-390.21,-8.91608,-378.7207628,62.69480639,-63.6130525,-15.23030437,0.666661316389286
"SSI-005ARG-071GLU-1-d6_57","Cation - Anion",-329.3088,-326.999,-2.3098,-305.0921212,7.8849493,-25.21078117,-4.91491427,0.901288232669514
"SSI-005ARG-071GLU-1-d7_22","Cation - Anion",-276.241108,-276.856,0.614892,-261.9675014,1.06274995,-12.76016548,-1.85322163,1.13792842765993
"SSI-005ARG-071GLU-1-d7_88","Cation - Anion",-239.32372,-240.934,1.61028,-231.0824021,0.15559275,-7.37492174,-0.80606202,1.37554323328404
"SSI-005ARG-071GLU-1-d8_53","Cation - Anion",-212.2639,-214.115,1.8511,-207.2471606,0.02476777,-4.65065549,-0.39936638,1.61370218148793
"SSI-005ARG-071GLU-1-d9_18","Cation - Anion",-191.31652,-193.135,1.81848,-188.1100618,0.00416154,-3.11692674,-0.21821291,1.85219537810091
"SSI-005ARG-071GLU-1-d9_83","Cation - Anion",-174.46892,-176.166,1.69708,-172.3315206,0.00073262,-2.1831418,-0.12789094,2.09090845719829
"SSI-010GLU-014LYS-1-d10_16","Cation - Anion",-133.728888,-132.944,-0.784888,-132.7206194,1.44e-06,-0.84308024,-0.04721694,2.66945466000878
"SSI-010GLU-014LYS-1-d10_99","Cation - Anion",-123.927895,-123.304,-0.623895,-123.1944696,-1.11e-06,-0.61717183,-0.02888783,2.91303953338612
"SSI-010GLU-014LYS-1-d11_82","Cation - Anion",-115.462533,-114.954,-0.508533,-114.9153662,-4.4e-07,-0.46221602,-0.01837896,3.15665544714304
"SSI-010GLU-014LYS-1-d12_65","Cation - Anion",-108.077263,-107.654,-0.423263,-107.6590876,-2.3e-07,-0.35302351,-0.01208592,3.40029573379111
"SSI-010GLU-014LYS-1-d13_48","Cation - Anion",-101.576572,-101.218,-0.358572,-101.2507204,-1e-07,-0.27426816,-0.00817623,3.64395549999434
"SSI-010GLU-014LYS-1-d14_31","Cation - Anion",-95.811055,-95.5027,-0.308355,-95.55226108,-3e-08,-0.21630456,-0.00566923,3.8876310854331
"SSI-010GLU-014LYS-1-d15_14","Cation - Anion",-90.662474,-90.394,-0.268474,-90.45359451,-1e-08,-0.17287642,-0.00401684,4.13131968743863
"SSI-010GLU-014LYS-1-d4_36","Cation - Anion",-285.3026,-261.043,-24.2596,-290.019414,52.91188774,-27.66231051,-17.51209498,0.699624030978226
"SSI-010GLU-014LYS-1-d5_19","Cation - Anion",-256.7224,-246.566,-10.1564,-241.9098805,4.21263646,-12.40272398,-4.69791303,1.04213672831599
"SSI-010GLU-014LYS-1-d6_02","Cation - Anion",-222.34219,-217.166,-5.17619,-213.1885954,0.36837248,-6.81368172,-1.56488172,1.38606488890938
"SSI-010GLU-014LYS-1-d6_85","Cation - Anion",-195.96554,-192.927,-3.03854,-190.6479639,0.03745762,-4.06684251,-0.62588427,1.69569312343239
"SSI-010GLU-014LYS-1-d7_68","Cation - Anion",-175.39962,-173.441,-1.95862,-172.1624262,0.00427093,-2.57704559,-0.28820023,1.93900327139988
"SSI-010GLU-014LYS-1-d8_51","Cation - Anion",-158.86246,-157.49,-1.37246,-156.7645743,0.00051853,-1.71285612,-0.14701967,2.18241961211691
"SSI-010GLU-014LYS-1-d9_34","Cation - Anion",-145.21176,-144.194,-1.01776,-143.7841988,5.829e-05,-1.18286534,-0.08090835,2.42591017816477
"SSI-013ASP-023ARG-1-d10_17","Cation - Anion",-164.55523,-166.027,1.47177,-163.1323599,0.00010754,-1.57124369,-0.08341799,2.57064735511963
"SSI-013ASP-023ARG-1-d10_91","Cation - Anion",-150.86175,-152.18,1.31825,-149.8884239,1.241e-05,-1.12845026,-0.05115804,2.84374089498737
"SSI-013ASP-023ARG-1-d11_66","Cation - Anion",-139.33545,-140.515,1.17955,-138.6522929,8.3e-07,-0.8322357,-0.03264463,3.09099282309184
"SSI-013ASP-023ARG-1-d12_4","Cation - Anion",-129.48362,-130.542,1.05838,-128.9967939,5.3e-07,-0.62779451,-0.02153893,3.32388013817206
"SSI-013ASP-023ARG-1-d13_14","Cation - Anion",-120.958306,-121.911,0.952694,-120.6084186,3.6e-07,-0.48291907,-0.01462429,3.55067349969782
"SSI-013ASP-023ARG-1-d13_89","Cation - Anion",-113.506274,-114.366,0.859726,-113.2513022,1.1e-07,-0.37781665,-0.0101788,3.77772239142083
"SSI-013ASP-023ARG-1-d14_63","Cation - Anion",-106.932215,-107.71,0.777785,-106.7449154,2e-08,-0.29997147,-0.0072398,4.00498335851981
"SSI-013ASP-023ARG-1-d4_96","Cation - Anion",-490.1966,-471.264,-18.9326,-485.0043769,129.9918393,-102.3129484,-29.78284217,0.668725947890728
"SSI-013ASP-023ARG-1-d5_7","Cation - Anion",-391.24226,-385.024,-6.21826,-358.9035048,14.30896957,-36.3662239,-8.50817835,0.937270988542841
"SSI-013ASP-023ARG-1-d6_45","Cation - Anion",-314.529064,-313.695,-0.834064,-295.7235187,1.76538196,-16.93237537,-2.8706263,1.20804847766864
"SSI-013ASP-023ARG-1-d7_19","Cation - Anion",-263.8185,-264.814,0.9955,-253.5345659,0.23804253,-9.03960957,-1.12859363,1.47983345286753
"SSI-013ASP-023ARG-1-d7_94","Cation - Anion",-228.20658,-229.825,1.61842,-222.4561038,0.03390989,-5.33132533,-0.51263613,1.75215715246688
"SSI-013ASP-023ARG-1-d8_68","Cation - Anion",-201.73546,-203.452,1.71654,-198.3278906,0.00504119,-3.38226199,-0.25988215,2.02480221821233
"SSI-013ASP-023ARG-1-d9_42","Cation - Anion",-181.13706,-182.76,1.62294,-178.9868368,0.00076171,-2.25955762,-0.14278234,2.29765425253871
"SSI-020ASP-082LYS-1-d10_15","Cation - Anion",-146.081708,-146.933,0.851292,-145.172542,2.768e-05,-0.92929807,-0.04916376,2.48200234059583
"SSI-020ASP-082LYS-1-d10_89","Cation - Anion",-135.421126,-136.19,0.768874,-134.7772766,4.52e-06,-0.68487248,-0.03066854,2.71104818265578
"SSI-020ASP-082LYS-1-d11_63","Cation - Anion",-126.230009,-126.923,0.692991,-125.7640719,8.6e-07,-0.5163538,-0.01985514,2.94032923843986
"SSI-020ASP-082LYS-1-d12_37","Cation - Anion",-118.218697,-118.843,0.624303,-117.8760617,2.5e-07,-0.39697426,-0.01326389,3.16979446529804
"SSI-020ASP-082LYS-1-d13_12","Cation - Anion",-111.172155,-111.735,0.562845,-110.9157293,5e-08,-0.31039147,-0.00910206,3.39940656703269
"SSI-020ASP-082LYS-1-d13_86","Cation - Anion",-104.923485,-105.432,0.508515,-104.728963,1e-08,-0.2462908,-0.00639345,3.62913766897169
"SSI-020ASP-082LYS-1-d14_6","Cation - Anion",-99.343616,-99.8045,0.460884,-99.19392952,0,-0.19797811,-0.00458369,3.85896651782668
"SSI-020ASP-082LYS-1-d4_95","Cation - Anion",-332.77504,-323.62,-9.15504,-326.812422,41.65753342,-32.61492962,-13.40190342,0.783673835170472
"SSI-020ASP-082LYS-1-d5_69","Cation - Anion",-284.84365,-282.794,-2.04965,-270.1038664,4.2097386,-14.12382946,-4.00160514,1.05245127594478
"SSI-020ASP-082LYS-1-d6_43","Cation - Anion",-244.564329,-244.721,0.156671,-235.6507299,0.46001604,-7.49344096,-1.40604785,1.32293068041235
"SSI-020ASP-082LYS-1-d7_18","Cation - Anion",-214.690525,-215.561,0.870475,-209.5689461,0.05591077,-4.41917967,-0.58478683,1.57022946233561
"SSI-020ASP-082LYS-1-d7_92","Cation - Anion",-191.80466,-192.831,1.02634,-188.7084998,0.00731242,-2.79802559,-0.27855967,1.79717517339496
"SSI-020ASP-082LYS-1-d8_66","Cation - Anion",-173.56413,-174.571,1.00687,-171.5898533,0.00100571,-1.86578244,-0.14617307,2.02493550563848
"SSI-020ASP-082LYS-1-d9_4","Cation - Anion",-158.606308,-159.542,0.935692,-157.2901122,0.0001552,-1.29543229,-0.08243452,2.25326344252038
"SSI-028LEU-133PHE-d10_6","Neutral - Neutral",-0.06985843,0.00959377,-0.0794522,0.00923912,-2.66e-06,-0.00060137,-0.05720196,2.65126472709881
"SSI-028LEU-133PHE-d11_35","Neutral - Neutral",-0.04450129,0.00685351,-0.0513548,0.00660303,9.7e-07,-0.000487,-0.03675773,2.86935716689021
"SSI-028LEU-133PHE-d12_1","Neutral - Neutral",-0.0291027,0.0050235,-0.0341262,0.00484208,1.76e-06,-0.00040444,-0.02440474,3.08778973589029
"SSI-028LEU-133PHE-d12_85","Neutral - Neutral",-0.01891507,0.00372983,-0.0226449,0.00363387,1.43e-06,-0.0003523,-0.0166612,3.30649502525651
"SSI-028LEU-133PHE-d13_6","Neutral - Neutral",-0.01202399,0.00283061,-0.0148546,0.00278228,8.1e-07,-0.00031319,-0.01165237,3.52542227956539
"SSI-028LEU-133PHE-d14_35","Neutral - Neutral",-0.00749394,0.0021703,-0.00966424,0.00216783,3.4e-07,-0.0002876,-0.00832323,3.74453256673676
"SSI-028LEU-133PHE-d15_1","Neutral - Neutral",-0.00465733,0.00169296,-0.00635029,0.00171468,1.1e-07,-0.00026556,-0.0060572,3.96379553406667
"SSI-028LEU-133PHE-d5_35","Neutral - Neutral",-4.12027,5.52542,-9.64569,-2.36755425,9.29013386,-0.89356847,-8.3248612,0.925129307778708
"SSI-028LEU-133PHE-d6_1","Neutral - Neutral",-3.091748,0.633722,-3.72547,-0.08551515,0.85862902,-0.09035679,-2.93436434,1.20528470717134
"SSI-028LEU-133PHE-d6_85","Neutral - Neutral",-1.497992,0.125678,-1.62367,0.06452835,0.07288403,-0.01353736,-1.19157897,1.49822942551059
"SSI-028LEU-133PHE-d7_6","Neutral - Neutral",-0.7114609,0.0536471,-0.765108,0.04818897,0.00590739,-0.00403005,-0.55120143,1.76516772574128
"SSI-028LEU-133PHE-d8_35","Neutral - Neutral",-0.3557101,0.0316339,-0.387344,0.0306163,0.00045778,-0.00203069,-0.28295614,1.99645079777927
"SSI-028LEU-133PHE-d9_1","Neutral - Neutral",-0.1965283,0.0204537,-0.216982,0.01982733,2.467e-05,-0.00119078,-0.15706669,2.21514603699695
"SSI-028LEU-133PHE-d9_85","Neutral - Neutral",-0.1152132,0.0137888,-0.129002,0.0133114,-7.26e-06,-0.00079462,-0.09255635,2.43360385977027
"SSI-030ASP-320ARG-1-d10_52","Cation - Anion",-160.29416,-161.906,1.61184,-158.9553132,0.00011168,-1.46671776,-0.07140382,2.46905887737514
"SSI-030ASP-320ARG-1-d11_24","Cation - Anion",-147.74006,-149.194,1.45394,-146.8068921,1.326e-05,-1.07108982,-0.0446992,2.72863678897738
"SSI-030ASP-320ARG-1-d11_96","Cation - Anion",-137.06072,-138.37,1.30928,-136.3951455,-3.1e-07,-0.80150726,-0.0290627,2.96059591685517
"SSI-030ASP-320ARG-1-d12_67","Cation - Anion",-127.85351,-129.035,1.18149,-127.3710483,-7.8e-07,-0.61236209,-0.01950513,3.19275559032493
"SSI-030ASP-320ARG-1-d13_39","Cation - Anion",-119.82744,-120.897,1.06956,-119.473774,-2.9e-07,-0.4763664,-0.01345024,3.42507502788518
"SSI-030ASP-320ARG-1-d14_11","Cation - Anion",-112.765073,-113.736,0.970927,-112.5037509,-9e-08,-0.3764441,-0.00949509,3.65752378538941
"SSI-030ASP-320ARG-1-d14_82","Cation - Anion",-106.500503,-107.384,0.883497,-106.3058436,-3e-08,-0.3015937,-0.00684174,3.88210106125585
"SSI-030ASP-320ARG-1-d5_51","Cation - Anion",-421.5712,-408.312,-13.2592,-412.3578358,91.3962469,-76.85354854,-20.58527558,0.64378411825468
"SSI-030ASP-320ARG-1-d6_23","Cation - Anion",-348.03518,-344.255,-3.78018,-322.7087859,10.96958632,-28.47910601,-6.10848105,0.899995618084499
"SSI-030ASP-320ARG-1-d6_94","Cation - Anion",-288.351927,-288.436,0.084073,-273.166694,1.42509589,-13.75522538,-2.14027173,1.15941499786156
"SSI-030ASP-320ARG-1-d7_66","Cation - Anion",-246.8758,-248.316,1.4402,-238.3106817,0.19968441,-7.62786905,-0.87047401,1.42028555576721
"SSI-030ASP-320ARG-1-d8_38","Cation - Anion",-216.70804,-218.563,1.85496,-211.7208487,0.02954192,-4.64697405,-0.40717045,1.68193218411646
"SSI-030ASP-320ARG-1-d9_09","Cation - Anion",-193.64154,-195.525,1.88346,-190.5826145,0.00453121,-3.02753741,-0.21214482,1.94404156110891
"SSI-030ASP-320ARG-1-d9_81","Cation - Anion",-175.30325,-177.071,1.76775,-173.32153,0.00072396,-2.06888949,-0.11949512,2.20644878036792
"SSI-031TYR-051GLN-d10_06","Neutral - Neutral",-1.0138537,-0.959743,-0.0541107,-0.78395424,1.333e-05,-0.02674917,-0.1612719,2.21239844927549
"SSI-031TYR-051GLN-d10_73","Neutral - Neutral",-0.74926823,-0.74654,-0.00272823,-0.61302242,-8.23e-06,-0.01683311,-0.10155068,2.42090715270598
"SSI-031TYR-051GLN-d11_41","Neutral - Neutral",-0.5698661,-0.590045,0.0201789,-0.48611119,-4.29e-06,-0.01099645,-0.06635877,2.63129066253772
"SSI-031TYR-051GLN-d12_08","Neutral - Neutral",-0.4441124,-0.473209,0.0290966,-0.39057111,-2.4e-06,-0.00742047,-0.04473744,2.84313281647687
"SSI-031TYR-051GLN-d12_76","Neutral - Neutral",-0.3526011,-0.384558,0.0319569,-0.31768972,-1.62e-06,-0.0051417,-0.03097666,3.05613030349307
"SSI-031TYR-051GLN-d13_43","Neutral - Neutral",-0.2841418,-0.316317,0.0321752,-0.26137113,-9e-07,-0.00364309,-0.02195004,3.27005736814308
"SSI-031TYR-051GLN-d14_11","Neutral - Neutral",-0.232027,-0.263034,0.031007,-0.21730851,-3.8e-07,-0.00263263,-0.01587157,3.4847428207077
"SSI-031TYR-051GLN-d14_78","Neutral - Neutral",-0.1918517,-0.220918,0.0290663,-0.18242717,-1.3e-07,-0.00194202,-0.01168325,3.70005465247085
"SSI-031TYR-051GLN-d6_0","Neutral - Neutral",-11.17771,-1.05251,-10.1252,-8.56538192,12.01321276,-2.47465954,-10.45409977,0.972935344446032
"SSI-031TYR-051GLN-d6_68","Neutral - Neutral",-7.99274,-3.83244,-4.1603,-3.86781755,1.77793895,-0.81113643,-4.14475718,1.16232357345006
"SSI-031TYR-051GLN-d7_35","Neutral - Neutral",-4.89831,-3.10325,-1.79506,-2.48007944,0.24141056,-0.31213462,-1.817131,1.37066483289972
"SSI-031TYR-051GLN-d8_03","Neutral - Neutral",-3.079052,-2.27488,-0.804172,-1.79147359,0.03064052,-0.14571009,-0.88420964,1.5905285786711
"SSI-031TYR-051GLN-d8_71","Neutral - Neutral",-2.044016,-1.67444,-0.369576,-1.33899867,0.00356489,-0.07757169,-0.46997674,1.80360236390884
"SSI-031TYR-051GLN-d9_38","Neutral - Neutral",-1.415834,-1.25566,-0.160174,-1.01720723,0.00034576,-0.04440176,-0.26781668,2.00634915048805
"SSI-033VAL-055VAL-d10_07","Neutral - Neutral",-0.04142328,0.00407102,-0.0454943,0.00382299,-1.213e-05,0.00015856,-0.02857801,2.53282036206296
"SSI-033VAL-055VAL-d10_81","Neutral - Neutral",-0.02509524,0.00275496,-0.0278502,0.00260952,-6.81e-06,0.00016209,-0.01783451,2.74945620981092
"SSI-033VAL-055VAL-d11_54","Neutral - Neutral",-0.01458716,0.00191124,-0.0164984,0.00180316,-2.79e-06,0.00015857,-0.01155166,2.96610677846806
"SSI-033VAL-055VAL-d12_28","Neutral - Neutral",-0.00833273,0.00135145,-0.00968418,0.00126137,-9.1e-07,0.00015018,-0.00772153,3.18276906303761
"SSI-033VAL-055VAL-d13_02","Neutral - Neutral",-0.0048308,0.00097175,-0.00580255,0.00089063,-2.5e-07,0.00013982,-0.00530281,3.39944082392678
"SSI-033VAL-055VAL-d13_76","Neutral - Neutral",-0.002922449,0.000705621,-0.00362807,0.00063244,-6e-08,0.00012911,-0.0037283,3.61612035913834
"SSI-033VAL-055VAL-d14_49","Neutral - Neutral",-0.001882154,0.000518006,-0.00240016,0.00044992,-1e-08,0.00011914,-0.00267587,3.83280634534866
"SSI-033VAL-055VAL-d4_91","Neutral - Neutral",-1.40325,5.99204,-7.39529,-3.09608612,10.32525317,-0.63672339,-6.97578927,0.971909933046687
"SSI-033VAL-055VAL-d5_65","Neutral - Neutral",-1.982656,0.562584,-2.54524,-0.17713228,0.8437806,-0.04977813,-2.16921547,1.22151524766768
"SSI-033VAL-055VAL-d6_39","Neutral - Neutral",-0.9564134,0.0859766,-1.04239,0.03041193,0.06534257,-0.00374658,-0.79223324,1.45009289090708
"SSI-033VAL-055VAL-d7_12","Neutral - Neutral",-0.437597,0.030414,-0.468011,0.02650059,0.00500269,0.00099046,-0.33597215,1.66653901287329
"SSI-033VAL-055VAL-d7_86","Neutral - Neutral",-0.2045945,0.0162585,-0.220853,0.01533154,0.00034479,0.00091983,-0.16115616,1.88305196233048
"SSI-033VAL-055VAL-d8_6","Neutral - Neutral",-0.11107632,0.00977368,-0.12085,0.00905279,-4.08e-06,0.00037601,-0.08481811,2.09961106107889
"SSI-033VAL-055VAL-d9_33","Neutral - Neutral",-0.06699739,0.00619341,-0.0731908,0.00571527,-1.622e-05,0.00017586,-0.04789108,2.31620336796448
"SSI-042LYS-049GLU-1-d10_06","Cation - Anion",-167.92541,-169.519,1.59359,-166.9959457,2.953e-05,-1.10315712,-0.03729408,2.58546156522298
"SSI-042LYS-049GLU-1-d10_75","Cation - Anion",-154.96076,-156.388,1.42724,-154.3171436,-4.76e-06,-0.81220034,-0.02372604,2.83592871735326
"SSI-042LYS-049GLU-1-d11_43","Cation - Anion",-143.87659,-145.157,1.28041,-143.4239919,-5.98e-06,-0.61191865,-0.01561856,3.0635788669985
"SSI-042LYS-049GLU-1-d12_12","Cation - Anion",-134.28642,-135.439,1.15258,-133.9651094,-3.04e-06,-0.47028408,-0.01058507,3.28556011624018
"SSI-042LYS-049GLU-1-d12_81","Cation - Anion",-125.90506,-126.946,1.04094,-125.6751236,-1.08e-06,-0.36773895,-0.00735664,3.50772775622061
"SSI-042LYS-049GLU-1-d13_49","Cation - Anion",-118.514042,-119.457,0.942958,-118.3499439,-2.9e-07,-0.29190809,-0.00522655,3.73004848368656
"SSI-042LYS-049GLU-1-d4_57","Cation - Anion",-513.3243,-502.298,-11.0263,-506.7613436,106.0407629,-91.1684551,-21.20903092,0.633386851416031
"SSI-042LYS-049GLU-1-d5_26","Cation - Anion",-425.2325,-421.099,-4.1335,-395.464181,15.44564608,-36.70122203,-6.46807404,0.861027425319264
"SSI-042LYS-049GLU-1-d5_95","Cation - Anion",-347.960877,-347.673,-0.287877,-329.3251844,2.27111846,-17.38203449,-2.22711799,1.09944027135833
"SSI-042LYS-049GLU-1-d6_63","Cation - Anion",-293.5067,-294.897,1.3903,-283.1569875,0.34649784,-9.19684154,-0.86835482,1.34290020047188
"SSI-042LYS-049GLU-1-d7_32","Cation - Anion",-254.39268,-256.354,1.96132,-248.5699889,0.05471084,-5.34070779,-0.38683461,1.58908915776805
"SSI-042LYS-049GLU-1-d8_0","Cation - Anion",-224.9605,-227.016,2.0555,-221.5519952,0.00880299,-3.35088285,-0.19332702,1.83691020610321
"SSI-042LYS-049GLU-1-d8_69","Cation - Anion",-201.92454,-203.868,1.94346,-199.8077802,0.0014935,-2.22426751,-0.10522134,2.08578167997366
"SSI-042LYS-049GLU-1-d9_38","Cation - Anion",-183.31562,-185.088,1.77238,-181.9375562,0.00025148,-1.5401347,-0.06107546,2.33536778367323
"SSI-043TYR-185HIE-d10_45","Neutral - Neutral",-0.0541,0.117,-0.171212,0.119,1.82e-06,-0.00583,-0.132,2.72119564585268
"SSI-043TYR-185HIE-d11_24","Neutral - Neutral",-0.0157,0.0893,-0.104964,0.0898,4.37e-06,-0.00356,-0.0845,2.94440696647351
"SSI-043TYR-185HIE-d12_03","Neutral - Neutral",0.0030014,0.0689352,-0.0659338,0.06886794,1.96e-06,-0.00227882,-0.0558781,3.1688543912977
"SSI-043TYR-185HIE-d12_82","Neutral - Neutral",0.0110701,0.0538188,-0.0427487,0.05351845,7e-07,-0.00151538,-0.03797444,3.39429271622941
"SSI-043TYR-185HIE-d13_61","Neutral - Neutral",0.0135722,0.0424337,-0.0288615,0.04208127,2.2e-07,-0.00103863,-0.02642308,3.62053684504263
"SSI-043TYR-185HIE-d14_39","Neutral - Neutral",0.0134435,0.0337557,-0.0203122,0.03344125,5e-08,-0.0007273,-0.01877277,3.84744462967191
"SSI-043TYR-185HIE-d4_15","Neutral - Neutral",-26.1633,19.3352,-45.4985,-14.03620568,39.94948487,-4.76246015,-41.38543565,0.965901787437925
"SSI-043TYR-185HIE-d4_94","Neutral - Neutral",-14.48974,2.72086,-17.2106,-0.05968846,3.99132577,-1.08811518,-14.48865858,1.18452086412382
"SSI-043TYR-185HIE-d5_72","Neutral - Neutral",-6.235052,0.923868,-7.15892,0.86525171,0.37787819,-0.35124707,-5.6572232,1.40737067242843
